supermarket,category,name,description,price,reference_price,reference_unit,insert_date
433463D95980C252B92C204E3655BB81,la_despensa_dulce_y_desayuno_cremas_de_cacao_avellana_y_cacahuete,Crema de cacao y leche con avellanas Nocilla 780 g.,780 G.,5.45,6.99,kg,2020-11-14 19:00:00
433463D95980C252B92C204E3655BB81,la_despensa_alimentacion_pastas,Espaguetis Carrefour 1 kg.,,0.73,0.73,kg,2020-12-20 01:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,cuidado_facial_y_corporal_desodorante,Desodorante roll-on mujer cuidado seda Deliplus,,0.75,1.5,100 ml,2020-07-23 16:00:00
ADCA3FE6444F01A88B191BBCD4249311,alimentacion_aceitunas_y_encurtidos_aceitunas_rellenas,DIA DELICIOUS aceituna gordal rellena de cebollita frasco 140 gr,,1.49,10.64,€/Kg.,2020-08-22 16:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,panaderia_y_pasteleria_bolleria_de_horno,Magdalenas 100% integrales sin azúcares añadidos,Bandeja,2.5,6.58,kg,2021-01-12 09:00:00
ADCA3FE6444F01A88B191BBCD4249311,charcuteria_y_quesos_quesos_emmental_y_gruyere,PRESIDENT queso emmental envase 250 gr,,3.69,14.76,€/Kg.,2020-11-27 00:00:00
433463D95980C252B92C204E3655BB81,el_mercado_charcuteria_chorizo_lomo_y_otros,Chorizo de pavo El Pozo 80 g.,80 G.,1.0,12.5,kg,2020-12-06 01:00:00
433463D95980C252B92C204E3655BB81,bebidas_vinos_rosado,Pago del Vicario Petit Verdot Rosado ,75 Cl.,6.5,6.5,ud,2020-12-10 00:00:00
433463D95980C252B92C204E3655BB81,bebidas_cava_y_champagne_todos_los_cavas_y_champagnes,Freixenet Espumoso Rosado Sin Alcohol,,5.95,5.95,ud,2020-12-18 00:00:00
433463D95980C252B92C204E3655BB81,bebe_perfumeria_e_higiene_lotes_multiproducto,Canastilla bebé azul 5 productos Mustela 1 ud.,1 Ud.,35.5,35.5,ud,2020-10-03 12:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,huevos_leche_y_mantequilla_mantequilla_y_margarina,Nata ligera para cocinar Hacendado,Pack-3,1.32,2.2,L,2021-01-14 00:00:00
433463D95980C252B92C204E3655BB81,la_despensa_aperitivos_snacks,Nachos sabor chilli Doritos 150 g.,,1.65,11.0,kg,2021-01-27 00:00:00
ADCA3FE6444F01A88B191BBCD4249311,mascotas_gatos_snacks,WHISKAS snack para gatos sabor pollo bolsa 18 gr,,1.19,66.11,€/Kg.,2020-08-17 16:00:00
ADCA3FE6444F01A88B191BBCD4249311,drogueria_y_limpieza_insecticidas_caminantes,ZUM insecticida chinches y pulgas spray 300 ml,,7.15,23.83,€/l.,2020-10-09 00:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,congelados_pizzas,Bases de pizza sin gluten sin lactosa Hacendado ultracongeladas,Paquete,3.5,8.75,kg,2020-12-23 12:00:00
433463D95980C252B92C204E3655BB81,bebidas_vinos_todos_los_vinos,Vino D.O Rueda semi-seco blanco Pampano 75 cl.,75 Cl.,5.9,5.9,ud,2020-11-14 16:00:00
433463D95980C252B92C204E3655BB81,la_despensa_alimentacion_nutricion_deportiva,Batido de proteínas sabor chocolate sin azúcar añadido Powerbar 500 ml.,500 Ml.,3.3,6.6,l,2020-11-07 00:00:00
433463D95980C252B92C204E3655BB81,bebe_panales_y_toallitas_panales_dodot,Pañales Dodot Sensitive Extra Talla 3 (7-11 kg) 60 ud.,60 Ud.,22.45,0.37,ud,2020-10-07 00:00:00
ADCA3FE6444F01A88B191BBCD4249311,perfumeria_e_higiene_colonias_femeninas,BONTE colonia like spray 100 ml,,6.99,69.9,€/l.,2020-12-12 12:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,cuidado_facial_y_corporal_manicura_y_pedicura,Corta cutículas Filarmonica,Paquete,1.9,1.9,ud,2020-12-08 12:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,conservas_caldos_y_cremas_atun_y_otras_conservas_de_pescado,Bonito del norte en aceite de oliva Albo,Lata,2.98,36.34,kg,2020-11-23 12:00:00
433463D95980C252B92C204E3655BB81,perfumeria_e_higiene_bano_e_higiene_corporal_perfumeria_para_regalar,"Estuche Coronel Tapiocca Horizon: Colonia 75 ml, After Shave 75 ml y Shower Gel 75 ml",1 Ud.,9.35,9.35,ud,2020-12-09 12:00:00
433463D95980C252B92C204E3655BB81,el_mercado_panaderia_bolleria_y_pasteleria_bolleria_tradicional,Mini croissants Tonitos 18 ud,,6.99,13.71,kg,2020-12-23 00:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,congelados_pizzas,Pizza estacione rellena de queso Hacendado ultracongelada,,2.99,5.54,kg,2020-09-22 12:04:00
433463D95980C252B92C204E3655BB81,la_despensa_aperitivos_frutos_secos,Almendras crudas sin cáscara sin sal añadida ecológicas Carrefour Bio 90 g.,,1.63,18.11,kg,2021-01-16 00:00:00
ADCA3FE6444F01A88B191BBCD4249311,bebidas_zumos_y_nectares_nectar,DIA néctar light piña envase 2 lt,,1.09,0.55,€/l.,2020-12-27 12:00:00
433463D95980C252B92C204E3655BB81,la_despensa_dulce_y_desayuno_galletas,Galletas relenas de limón Bocaditos Cuétara 150 g.,150 G.,1.0,6.67,kg,2020-12-10 00:00:00
433463D95980C252B92C204E3655BB81,el_mercado_quesos_todos_los_quesos,Queso de mezcla semicurado Gran Capitán cuña cortada de 230 g aprox,230 G,4.2,18.26,kg,2020-10-20 00:00:00
433463D95980C252B92C204E3655BB81,el_mercado_panaderia_bolleria_y_pasteleria_pan_de_molde_tostado_y_picos,Pan de molde natural 100% Bimbo sin lactosa 460 g.,,1.89,4.11,kg,2020-12-31 12:00:00
433463D95980C252B92C204E3655BB81,la_despensa_conservas_sopas_y_precocinados_conservas_de_vegetales,Pimientos del piquillo enteros Carrefour 225 g.,225 G.,1.33,5.91,kg,2020-11-02 12:00:00
ADCA3FE6444F01A88B191BBCD4249311,desayuno_dulces_y_pan_galletas_salud,GULLON galletas de avena bio organic caja 250 gr,,2.59,10.36,€/Kg.,2020-11-02 00:00:00
ADCA3FE6444F01A88B191BBCD4249311,alimentacion_conservas_de_carne_conservas_de_carne,DIA callos con chorizo lata 380 gr,,1.49,3.92,€/Kg.,2020-12-23 17:00:00
433463D95980C252B92C204E3655BB81,la_despensa_alimentacion_especias_y_sazonadores,Molinillo pimienta negra en grano Carrefour 45 g.,,1.18,26.22,kg,2021-01-08 00:00:00
433463D95980C252B92C204E3655BB81,limpieza_y_hogar_papeleria_boligrafos_y_correctores,Rotulador Tinta Líquida V-7 Recargable Azul,1 Ud.,2.49,2.49,ud,2020-10-02 12:01:00
433463D95980C252B92C204E3655BB81,perfumeria_e_higiene_cosmetica_rostro,Crema de noche hidratante nenúfar blanco ecológico Nectar Of Bio Les Comestique  50 ml.,50 Ml.,3.15,6.3,100 ml,2020-11-25 12:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,agua_y_refrescos_agua,Agua mineral Nestlé Aquarel grande,Botella,2.52,0.28,L,2020-08-09 04:00:00
ADCA3FE6444F01A88B191BBCD4249311,bebe_higiene_champu,JOHNSON'S acondicionador no más tirones spray 200 ml,,3.49,17.45,€/l.,2020-09-10 16:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,maquillaje_bases_de_maquillaje_y_corrector,Maquillaje fluido Deliplus mate 02,,5.5,22.0,100 ml,2021-01-23 00:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,agua_y_refrescos_tonica_y_bitter,Tónica original Schweppes,Botellín,0.75,3.0,L,2020-10-14 12:00:00
433463D95980C252B92C204E3655BB81,bebidas_cerveza_rubia,Cerveza Alhambra Reserva 1925 pack de 6 botellas de 33 cl.,,6.58,3.32,l,2021-01-08 12:00:00
ADCA3FE6444F01A88B191BBCD4249311,lacteos_y_huevos_leche_calcio,DIA leche entera calcio envase 1 lt,,0.72,0.72,€/l.,2020-12-02 00:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,limpieza_y_hogar_limpieza_cocina,Crema limpiadora vitrocerámicas Frosch con naranja,Botella,2.99,5.98,L,2021-01-03 12:00:00
433463D95980C252B92C204E3655BB81,mascotas_pajaros_pienso_para_pajaros,Carrefour Comida para Pájaros Exóticos 1Kg,,2.5,2.5,kg,2021-01-21 12:00:00
433463D95980C252B92C204E3655BB81,perfumeria_e_higiene_cosmetica_rostro,Corrector líquido accord parfait nº 2R Vanille rose L'Oréal 1 ud.,1 Ud.,13.05,13.05,ud,2020-11-02 01:00:00
ADCA3FE6444F01A88B191BBCD4249311,frescos_fruta_citricos,Limón unidad (210 gr aprox.),,0.38,1.79,€/Kg.,2021-01-26 13:00:00
433463D95980C252B92C204E3655BB81,mascotas_gatos_pienso_para_gatos,"Purina ONE Bifensis Pienso para Gato Junior Pollo y Cereales 1,5Kg","1,5 Kg",6.9,4.6,kg,2020-10-13 12:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,aceite_especias_y_salsas_otras_salsas,Guacamole Hacendado,Tarrina,3.29,6.58,kg,2020-12-02 12:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,congelados_marisco,Alistado mediano Hacendado congelado,Caja,24.95,24.95,kg,2021-01-08 12:00:00
433463D95980C252B92C204E3655BB81,limpieza_y_hogar_menaje_menaje_desechable,Bandeja Plástico Reutilizable JMG Tris 2 ud - Blanca ,2 Ud.,4.25,2.12,ud,2020-11-03 00:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,fruta_y_verdura_fruta,Frambuesas,Bandeja,2.19,12.88,kg,2020-12-17 12:00:00
433463D95980C252B92C204E3655BB81,la_despensa_aperitivos_snacks,Snack de manzana crujiente sin azúcar añadido Frubis 20 g.,20 G.,0.7,35.0,kg,2020-11-20 12:00:00
433463D95980C252B92C204E3655BB81,la_despensa_alimentacion_salsas_y_tomate_frito,Salsa picante de chile habanero El Yucatero 120 ml.,120 Ml.,4.1,34.17,l,2020-12-06 12:00:00
ADCA3FE6444F01A88B191BBCD4249311,charcuteria_y_quesos_charcuteria_y_quesos_al_corte_queso_al_corte,FERRARINI queso gorgonzola cuña (peso aprox. 250 gr),,3.25,12.99,€/Kg.,2020-08-01 04:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,arroz_legumbres_y_pasta_arroz,Arroz Jazmín aromático Hacendado,Paquete,1.9,1.9,kg,2020-10-04 00:00:00
433463D95980C252B92C204E3655BB81,limpieza_y_hogar_papeleria_lapices_y_accesorios,Sacapuntas Plástico Azul Carrefour,,1.0,1.0,ud,2020-12-23 12:00:00
433463D95980C252B92C204E3655BB81,bebe_panales_y_toallitas_toallitas,Toallitas para bebé Básico Dodot 54 ud.,54 Ud.,0.98,0.02,ud,2020-10-08 12:01:00
885EA3C1F14BDAE3193991E63BF5CFA4,limpieza_y_hogar_utensilios_de_limpieza_y_calzado,Fregona suave Bosque Verde,Paquete,0.7,0.7,ud,2020-11-24 12:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,pizzas_y_platos_preparados_platos_preparados_calientes,Alubias a la jardinera Hacendado,Bote,0.79,1.88,kg,2020-09-15 16:00:00
ADCA3FE6444F01A88B191BBCD4249311,drogueria_y_limpieza_pilas_y_bombillas_bombillas,MEGALED mini bombilla esférica 40W E27 blíster 1 ud,,4.05,4.05,€/ud.,2020-10-11 12:00:00
433463D95980C252B92C204E3655BB81,el_mercado_charcuteria_y_quesos_al_corte_fiambres_y_cocidos,"Jamón cocido extra El Pozo Edición 1954 al corte sin fosfatos, sin gluten  y sin lactosa 150 g aprox",,1.79,11.95,kg,2020-12-22 00:00:00
433463D95980C252B92C204E3655BB81,perfumeria_e_higiene_boca_y_sonrisa_cepillos_recambios_y_accesorios,Recambio cepillo dental eléctrico Precision Clean Oral-B 4 ud.,4 Ud.,19.4,4.85,ud,2020-11-06 00:00:00
433463D95980C252B92C204E3655BB81,el_mercado_panaderia_bolleria_y_pasteleria_empanadas_empanadillas_y_hojaldres,Empanada de hojaldre de salmón y queso crema 500 g,1 Ud,4.0,8.0,kg,2020-10-25 13:00:00
433463D95980C252B92C204E3655BB81,bebe_puericultura_chupetes_biberones_y_tetinas,Chupete de silicona desde 12 meses rosa Phisyio Soft Chicco 2 ud.,,6.5,3.25,ud,2021-01-17 12:00:00
433463D95980C252B92C204E3655BB81,el_mercado_quesos_brie_y_camembert,Queso stilton blanco mango y genjibre Clawson 150 g,150 G,3.95,26.33,kg,2020-10-24 12:00:00
433463D95980C252B92C204E3655BB81,la_despensa_lacteos_listo_para_beber,Café skinny latte Starbucks sin lactosa sin azúcares añadidos 220 g.,,1.67,7.59,l,2021-01-06 12:00:00
433463D95980C252B92C204E3655BB81,la_despensa_conservas_sopas_y_precocinados_conservas_de_vegetales,Corazones de alcachofa extra Leyenda 400 g.,400 G.,5.8,14.5,kg,2020-12-12 12:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,cuidado_facial_y_corporal_cuidado_e_higiene_facial,Mascarilla facial hidratante Deliplus con agua de rosas,Paquete,1.5,1.5,ud,2020-11-22 00:00:00
433463D95980C252B92C204E3655BB81,la_despensa_yogures_y_postres_yogur_natural_y_sabores,Yogur natural desnatado con leche de cabra pasteurizada ecológica Carrefour 420 g,420 G.,2.9,6.9,kg,2020-11-14 16:00:00
ADCA3FE6444F01A88B191BBCD4249311,perfumeria_e_higiene_botiquin_algodon_bastoncillos,BONTE bastoncillos de algodón bote 200 uds,,0.69,0.69,€/ud.,2020-08-10 16:00:00
ADCA3FE6444F01A88B191BBCD4249311,perfumeria_e_higiene_cuidado_facial_mascarillas,HI MODEL FACE fluido concentrado de vitamina E dosificador 20 ml,,10.95,547.5,€/l.,2020-09-21 16:00:00
ADCA3FE6444F01A88B191BBCD4249311,alimentacion_patatas_fritas_aperitivos_y_frutos_secos_frutos_secos,DIA almendra natural sin piel bolsa 125 gr,,2.2,17.6,€/Kg.,2020-12-07 12:00:00
433463D95980C252B92C204E3655BB81,la_despensa_alimentacion_legumbres,Garbanzo categoría extra Luengo 1 kg.,1 Kg.,3.6,3.6,kg,2020-11-25 12:00:00
433463D95980C252B92C204E3655BB81,bebidas_refrescos_energeticas,Monster Mango Loco bebida energética 50 cl.,,1.49,2.98,l,2021-01-18 00:00:00
433463D95980C252B92C204E3655BB81,bebidas_sidra_bio_en_sidra,Sidra ecológica Maeloc achampanada extra botella 75 cl.,75 Cl.,1.99,1.99,ud,2020-10-23 00:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,conservas_caldos_y_cremas_sopa_y_caldo,Caldo de pescado Hacendado,Brick,1.2,1.2,L,2020-12-13 12:00:00
433463D95980C252B92C204E3655BB81,el_mercado_verduras_y_hortalizas_bio_en_verduras_y_hortalizas,Calabaza troceada ecológica Carrefour Bio 400 g,400 G,2.25,5.62,kg,2020-10-11 12:00:00
ADCA3FE6444F01A88B191BBCD4249311,perfumeria_e_higiene_cuidado_facial_cremas_especificas,TANIT pack crema despigmentante tubo 15 ml + filtro solar hidratante spf 50 tubo 50ml,,28.43,28.43,€/ud.,2020-12-22 00:00:00
433463D95980C252B92C204E3655BB81,la_despensa_alimentacion_salsas_y_tomate_frito,Salsa patatas deluxe Hellmann's envase 250 ml.,250 Ml.,1.49,5.96,l,2020-10-19 15:00:00
433463D95980C252B92C204E3655BB81,perfumeria_e_higiene_cosmetica_rostro,Colorete 145 Accord Perfect Le blush L'Oréal 1 ud.,1 Ud.,13.6,13.6,ud,2020-11-06 12:00:00
433463D95980C252B92C204E3655BB81,la_despensa_conservas_sopas_y_precocinados_platos_preparados,Hamburguesa vegetal al curry ecológica Soria Natural sin gluten y sin lactosa pack 2 unidades de 80 g.,Pack 2x80 G.,3.8,23.75,kg,2020-11-28 12:00:00
433463D95980C252B92C204E3655BB81,la_despensa_lacteos_leche_condensada_evaporada_y_en_polvo,Leche en polvo desnatada Nestlé - Sveltesse 400 g.,400 G.,4.55,11.37,kg,2020-10-02 12:01:00
433463D95980C252B92C204E3655BB81,limpieza_y_hogar_utensilios_de_limpieza_bayetas_microfibra_atrapapolvo,Rollo de bayetas Multiusos  Carrefour - Amarilla,1 Ud.,1.2,0.6,m,2020-11-29 01:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,cuidado_facial_y_corporal_cuidado_corporal,Aceite corporal de romero Deliplus 100% natural,Bote,3.2,1.6,100 ml,2020-10-13 12:00:00
433463D95980C252B92C204E3655BB81,bebidas_aguas_y_zumos_zumos_no_refrigerados,Zumo de melocotón y uva ecológico Carrefour Bio brik 1 l.,1 L.,2.09,2.09,l,2020-10-31 00:00:00
ADCA3FE6444F01A88B191BBCD4249311,perfumeria_e_higiene_cuidado_pies_crema,SCHOLL Gel activ almohadillas plantares party feet blíster 1 par,,7.99,1.33,€/ud.,2020-12-09 00:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,panaderia_y_pasteleria_velas_y_decoracion,Vela de cumpleaños 6 Hacendado,Paquete,0.75,0.75,ud,2020-12-14 00:00:00
433463D95980C252B92C204E3655BB81,la_despensa_dulce_y_desayuno_cacaos_y_cereales_solubles,Chocolate a la taza en polvo Carrefour 400 g.,,1.25,3.12,kg,2021-01-05 00:00:00
433463D95980C252B92C204E3655BB81,la_despensa_aperitivos_snacks,Aperitivo de patata original Pringles 200 g.,,2.19,10.95,kg,2020-12-31 12:00:00
433463D95980C252B92C204E3655BB81,bebidas_vinos_todos_los_vinos,Vino D.O. Rioja blanco Faustino VII 75 cl.,75 Cl.,3.8,3.8,ud,2020-12-15 00:00:00
433463D95980C252B92C204E3655BB81,parafarmacia_higiene_bucal_cepillos_y_seda,Cinta dental con fluor y menta Vitis 2 ud.,2 Ud.,7.75,3.88,ud,2020-12-12 00:00:00
433463D95980C252B92C204E3655BB81,limpieza_y_hogar_bazar_automovil,Lavaparabrisas Carrefour 1L,1 L.,2.5,2.5,l,2020-12-02 00:00:00
433463D95980C252B92C204E3655BB81,bebidas_vinos_blanco,Blanc Pescador Espumoso Blanco,,3.77,3.77,ud,2021-01-08 00:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,aperitivos_aceitunas_y_encurtidos,Aceitunas pelotín sabor anchoa Hacendado con hueso,Tarro,1.1,4.4,kg,2020-10-12 00:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,pizzas_y_platos_preparados_platos_preparados_frios,Gazpacho suave Hacendado,Pack-3,2.6,1.3,L,2020-08-29 16:00:00
433463D95980C252B92C204E3655BB81,parafarmacia_nutricion_y_dietetica_complementos_vitaminicos,Melatonina dulces sueños Phytofarma 225 cápsulas.,,22.35,18.32,100g,2020-12-20 12:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,cereales_y_galletas_cereales,Muesli crujiente con fruta Hacendado,Paquete,1.59,3.18,kg,2020-08-07 16:00:00
ADCA3FE6444F01A88B191BBCD4249311,desayuno_dulces_y_pan_cacao_cremas_de_cacao,LOTUS crema de galletas para untar frasco 400 gr,,2.89,7.23,€/Kg.,2020-08-10 04:00:00
433463D95980C252B92C204E3655BB81,bebe_perfumeria_e_higiene_champu,Gel - Champú para bebé atopic protect aceite de aguacate Carrefour My Baby 500 ml.,500 Ml.,3.1,0.62,100 ml,2020-11-01 12:00:00
ADCA3FE6444F01A88B191BBCD4249311,desayuno_dulces_y_pan_caramelos_y_chicles_chicles,TRIDENT chicle grageas sabor hierbabuena bolsa 43 gr,,1.19,27.67,€/Kg.,2020-09-24 00:00:00
ADCA3FE6444F01A88B191BBCD4249311,alimentacion_sal_especias_y_sazonadores_especias,POTE colorante natural caja 10 sobres de 2 gr,,1.49,745.0,€/Kg.,2020-12-11 00:00:00
ADCA3FE6444F01A88B191BBCD4249311,bebidas_refrescos_refrigerados,DIA bebida hawaii sabor fresa y naranja botella 1.5 lt,,1.6,1.07,€/l.,2021-01-20 12:00:00
433463D95980C252B92C204E3655BB81,bebidas_alcoholes_todos_los_alcoholes,Vermut Martini blanco 1 l.,,9.49,9.49,l,2021-01-19 12:00:00
ADCA3FE6444F01A88B191BBCD4249311,bebidas_alcoholes_y_licores_ginebra,TANQUERAY ginebra london dry botella 70 cl,,13.49,19.27,€/l.,2020-09-01 04:00:00
433463D95980C252B92C204E3655BB81,bebe_panales_y_toallitas_panales_carrefour_baby,Pañales premium Carrefour Baby ultra protect Talla 5 (11-25 kg) 72 ud.,72 Ud.,17.55,0.24,ud,2020-12-02 12:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,aperitivos_patatas_fritas_y_snacks,Patatas fritas onduladas Hacendado sabor jamón serrano,Paquete,0.9,5.29,kg,2020-08-08 16:00:00
ADCA3FE6444F01A88B191BBCD4249311,perfumeria_e_higiene_limpieza_facial_leche_y_tonicos_limpiadores,L'OREAL tónico flores delicadas piel sensible bote 400 ml,,5.9,14.75,€/l.,2020-12-22 00:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,bebe_biberon_chupete_y_menaje,Cepillo limpiabiberón y tetina Deliplus,Paquete,1.95,1.95,ud,2020-10-24 12:00:00
433463D95980C252B92C204E3655BB81,perfumeria_e_higiene_boca_y_sonrisa_cepillos_recambios_y_accesorios,PACK CEPILLO MEDIUM CRF 4 UND,4 Ud.,1.24,0.31,ud,2020-10-04 00:00:00
ADCA3FE6444F01A88B191BBCD4249311,perfumeria_e_higiene_cuidado_del_cabello_tintes_y_coloracion,"COLOR SENSATION tinte Rubio Luminoso Nº 8,0 caja 1 ud",,3.75,3.75,€/ud.,2020-08-26 04:00:00
ADCA3FE6444F01A88B191BBCD4249311,bebidas_vinos_blancos_internacional,CHANGYU vino blanco noble dragón riesling botella 75 cl,,8.95,11.93,€/l.,2020-10-21 00:00:00
433463D95980C252B92C204E3655BB81,la_despensa_conservas_sopas_y_precocinados_pizzas,Pizza mozzarella Ristorante Dr. Oetker 335 g.,,3.6,10.75,kg,2020-12-20 01:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,bodega_licores,Whiskey bourbon Black County,Botella,9.95,14.21,L,2020-09-28 00:02:00
433463D95980C252B92C204E3655BB81,bebidas_aguas_y_zumos_zumos_no_refrigerados,Jugo de aloe vera ecológico Saloe Naturae con pulpa botella 1 l.,1 L.,5.6,5.6,l,2020-12-09 00:00:00
433463D95980C252B92C204E3655BB81,el_mercado_quesos_semicurado,Queso semicurado light en lonchas García Baquero 150 g.,150 G.,2.4,16.0,kg,2020-09-23 16:22:00
ADCA3FE6444F01A88B191BBCD4249311,alimentacion_internacional_cocina_mejicana,OLD EL PASO tortillas mexicanas SIN GLUTEN paquete 6 uds 216 gr,,2.99,13.84,€/Kg.,2020-08-25 04:00:00
433463D95980C252B92C204E3655BB81,la_despensa_dulce_y_desayuno_infusiones_y_tes,Té English Breakfast en bolsitas Carrefour 50 ud.,50 Ud.,1.23,14.47,kg,2020-11-23 00:00:00
433463D95980C252B92C204E3655BB81,bebidas_alcoholes_todos_los_alcoholes,"Whisky Loch Castle escocés 1,5 l.",1.5 L.,13.95,9.3,l,2020-11-28 00:00:00
433463D95980C252B92C204E3655BB81,bebidas_cerveza_radler_clara,Cerveza Carrefour Shandy con limón pack de 6 botellas de 25 cl.,,1.73,1.15,l,2021-01-16 12:00:00
433463D95980C252B92C204E3655BB81,limpieza_y_hogar_papeleria_cartuchos_de_tinta,Cartucho de Tinta Epson 29 - Cyan,,9.99,9.99,ud,2020-12-23 00:00:00
433463D95980C252B92C204E3655BB81,la_despensa_alimentacion_aceites_y_vinagres,Aceite de oliva virgen extra ecológico intenso La Organic 500 ml.,500 Ml.,14.95,29.9,l,2020-11-03 00:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,maquillaje_ojos,Sombra de ojos larga duración Deliplus 05,,4.0,4.0,ud,2021-01-01 00:00:00
433463D95980C252B92C204E3655BB81,el_mercado_frutas_manzanas_y_peras,Manzana royal gala Calidad y Origen Carrefour 1 Kg aprox,,1.69,1.69,kg,2021-01-15 12:00:00
ADCA3FE6444F01A88B191BBCD4249311,bebidas_vinos_blancos_galicia,VIÑA TABORA vino tinto de la tierra de extremadura caja 3 lt,,4.29,1.43,€/l.,2020-08-10 16:00:00
433463D95980C252B92C204E3655BB81,la_despensa_alimentacion_semillas,"Semillas de lino, girasol,calabaza, sésamo y bayas de goji molidas ecológicas Linwoods sin gluten 200 g.",,4.3,21.5,kg,2021-01-10 00:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,conservas_caldos_y_cremas_atun_y_otras_conservas_de_pescado,Agujas en aceite de oliva Hacendado,Lata,1.25,15.63,kg,2020-08-07 16:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,cuidado_facial_y_corporal_higiene_intima,Protegeslip y compresa 2 en 1 Deliplus Suave,Caja,1.6,0.07,ud,2020-10-17 12:00:00
433463D95980C252B92C204E3655BB81,bebe_puericultura_chupetes_biberones_y_tetinas,Chupete de látex con tetina anatómica desde 12 meses Suavinex 2 ud.,2 Ud.,6.45,3.22,ud,2020-10-05 00:00:00
433463D95980C252B92C204E3655BB81,la_despensa_dulce_y_desayuno_galletas,Galletas Digestive Carrefour 800 g.,,1.1,1.37,kg,2020-12-31 12:00:00
ADCA3FE6444F01A88B191BBCD4249311,desayuno_dulces_y_pan_pan_biscotes_y_pan_tostado,WASA pan tostado original paquete 275 gr,,2.39,8.69,€/Kg.,2021-01-17 00:00:00
433463D95980C252B92C204E3655BB81,el_mercado_pescaderia_pescado_y_marisco_congelado,Boquerón limpio congelado Delfín 500 g.,,4.7,9.4,kg,2021-01-14 00:00:00
433463D95980C252B92C204E3655BB81,la_despensa_aperitivos_snacks,Aperitivo de maíz sabor queso Carrefour 100 g.,,0.6,6.0,kg,2021-01-08 00:00:00
ADCA3FE6444F01A88B191BBCD4249311,drogueria_y_limpieza_limpiadores_para_el_hogar_limpia_banos,DIA limpiador de baños pistola 1 lt,,2.01,2.01,€/l.,2020-10-20 00:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,panaderia_y_pasteleria_bolleria_de_horno,Bizcocho tradicional Hacendado,Bandeja,1.79,3.98,kg,2020-08-16 04:00:00
433463D95980C252B92C204E3655BB81,la_despensa_aperitivos_frutos_secos,Pasa sultana (sin semilla) Carrefour tarrina 300 g,,1.95,6.5,kg,2021-01-13 00:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,conservas_caldos_y_cremas_atun_y_otras_conservas_de_pescado,Salmón al natural Hacendado,Pack-3,2.65,17.67,kg,2020-10-09 00:00:00
ADCA3FE6444F01A88B191BBCD4249311,drogueria_y_limpieza_limpiadores_para_el_hogar_quitagrasas,KIDEL desengrasante y desinfectante pistola 1 lt,,3.45,3.45,€/l.,2020-11-26 00:00:00
433463D95980C252B92C204E3655BB81,la_despensa_conservas_sopas_y_precocinados_conservas_de_vegetales,Grelos Gvtarra 425g,425 G.,2.9,6.82,kg,2020-11-03 12:00:00
ADCA3FE6444F01A88B191BBCD4249311,bebidas_vinos_tintos_galicia,RIBERA DE ALGODOR vino tinto DO Mancha botella 75 cl,,1.19,1.59,€/l.,2020-12-18 12:00:00
433463D95980C252B92C204E3655BB81,parafarmacia_cuidado_e_higiene_facial_tonicos_y_lociones,Loción astringente micro-exfoliante Effaclar La Roche-Posay 200 ml.,200 Ml.,12.8,6.4,100 ml,2020-10-27 00:00:00
ADCA3FE6444F01A88B191BBCD4249311,alimentacion_conservas_dulces_y_mermeladas_mermeladas_y_confituras,DIA DELICIOUS mermelada extra de tomate frasco 320 gr,,1.31,4.09,€/Kg.,2020-11-04 12:00:00
433463D95980C252B92C204E3655BB81,bebe_perfumeria_e_higiene_crema_corporal_talcos_y_antiirritacion,Crema hidratante facial Hydra Bebé Mustela 40 ml,,7.7,19.25,100ml,2020-12-27 00:00:00
885EA3C1F14BDAE3193991E63BF5CFA4,carne_conejo_y_cordero,Rellenito de cordero,Pieza,16.2,13.5,kg,2020-12-28 12:00:00
